EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview
292,Neysa,Karnik,Male,31,Marrid,High School,Quality Assurance,Marketing Specialist,Technology,27-06-2024,1,0,,1,5,69,4,2,5,No,Sometimes,75409,20,2,2,N/A,7,No,2,Hyderabad,Telangana,India,Frequently,4,ten,No,,No,59,23-08-2024
293,Ivana,Hari,Female,31,Widowed,High School,Operations,Legal Associate,Field Sales,09-10-2012,13,11,,1,1,90,2,1,2,No,Often,₹74567,14,0,0,N/A,1,No,11,Pune,Maharashtra,India,Frequently,10,ten,Yes,Career Growth,Yes,35,27-10-2021
294,Ahana ,Kalla,Femle,59,Single,Postgraduate,Product,Data Scientist,Corporate,20-11-2020,5,2,25,5,6,42,4,1,5,Yes,Never,₹41040,28,3,1,N/A,3,Yes,19,Siliguri,West Bengal,India,Always,5,15,No,Better Pay,No,48,30-03-2021
295,Tushar,Biswas,F,36,Single,Doctorate,Design,Content Writer,Technology,"Jul 15, 2016",9,7,100,3,1,94,2,2,3,Yes,Never,₹75693,30,3,5,N/A,14,Yes,18,Kanpur,Uttar Pradesh,India,Frequently,10,ten,Yes,Career Growth,No,71,16-07-2024
296,Tushar,Krish,Female,41,Marrid,Graduate,IT,Marketing Specialist,Technology,"Feb 21, 2010",15,14,,5,5,17,0,3,2,No,Never,133298,25,2,5,N/A,2,No,37,Nagpur,Maharashtra,India,Rarely,9,ten,Yes,,Yes,31,07-02-2021
297,Samarth,Tank,Female,38,Marrid,Graduate,Finance,Finance Analyst,Technology,"Mar 06, 2020",5,2,,2,2,96,3,1,4,No,Never,180233,3,3,5,7,19,No,11,New Delhi,Delhi,India,Always,8,2,Yes,Work-Life Balance,No,4,10-01-2022
298,Farhan,Taneja,Femle,28,Married,High School,I.T,Sales Executive,Corporate,"Jan 18, 2015",10,7,,3,3,83,1,0,4,Yes,Often,111515,1,0,3,N/A,16,Yes,5,Kochi,Kerala,India,Always,18,5,No,Better Pay,Yes,19,21-09-2019
299,Shray,Ganesan,Female,30,Single,Doctorate,HR,Sales Executive,Technology,06-07-2024,1,0,,3,2,13,0,2,2,Yes,Rarely,86516,22,0,1,18,5,No,19,Lucknow,Uttar Pradesh,India,Always,6,ten,No,,No,56,02-08-2024
300,Shray,Sinha,Female,29,Divorced,High School,Finance,QA Engineer,Technology,"Apr 01, 2016",9,6,,5,1,80,4,2,4,No,Always,₹23311,22,1,2,1,12,Yes,49,Hyderabad,Telangana,India,Rarely,19,2,Yes,Work-Life Balance,Yes,69,29-12-2018
301,Tara,Bhagat,Female,26,Married,Graduate,Marketing,Data Scientist,Corporate,18-06-2025,0,0,,4,3,82,1,0,5,Yes,Often,₹80489,21,3,2,27,6,Yes,19,Chennai,Tamil Nadu,India,Rarely,10,1,No,Work-Life Balance,Yes,8,19-06-2025
302,Aaina,Iyengar,M,35,Marrid,Doctorate,Sales,Content Writer,Corporate,"Jun 27, 2023",2,2,,4,4,67,1,4,1,No,Always,171216,26,3,3,25,11,No,37,Thiruvananthapuram,Kerala,India,Rarely,0,5,Yes,,No,46,29-02-2024
303,Bhavin,Suresh,F,43,Married,High School,I.T,DevOps Engineer,Technology,21-11-2012,13,11,438,2,1,89,0,5,1,Yes,Never,160690,28,1,1,12,12,No,20,Hyderabad,Telangana,India,Always,0,ten,No,,Yes,100,21-01-2017
304,Akarsh,Buch,Male,48,Divorced,Doctorate,R&D,Sales Executive,Corporate,18-12-2024,1,1,380,4,4,5,1,3,2,Yes,Never,25213,16,2,2,N/A,18,No,15,Bengaluru,Karnataka,India,Rarely,12,ten,Yes,,No,11,22-08-2025
305,Tarini,Kulkarni,Other,24,Married,Doctorate,Finance,Customer Support Rep,Field Sales,07-06-2010,15,12,311,5,3,47,5,1,2,No,Sometimes,176733,8,3,0,5,1,Yes,32,Jaipur,Rajasthan,India,Always,15,ten,No,Career Growth,Yes,59,28-07-2012
306,Priyansh,Saha,Other,46,Single,Graduate,HR,Customer Support Rep,Field Sales,23-12-2020,5,2,,2,3,98,4,3,4,No,Often,138650,10,2,1,27,8,Yes,16,Ahmedabad,Gujarat,India,Rarely,12,8,Yes,Better Pay,No,76,25-05-2024
307,Adira,Sarna,Female,39,Married,High School,Information Tech,R&D Scientist,Field Sales,18-12-2011,14,13,453,1,3,1,4,5,4,Yes,Sometimes,142897,16,0,3,8,12,No,43,Surat,Gujarat,India,Frequently,9,13,No,,Yes,86,29-08-2017
308,Heer,Kohli,Other,45,Married,High School,Design,Finance Analyst,Technology,11-03-2021,4,3,,3,2,44,4,3,1,No,Often,22952,23,1,1,N/A,1,Yes,9,Udaipur,Rajasthan,India,Always,20,8,Yes,,Yes,94,24-08-2021
309,Jivika,Dave,F,44,Married,Doctorate,Supply Chain,Software Engineer,Field Sales,03-12-2014,11,8,,3,2,62,1,3,1,Yes,Rarely,₹97750,22,2,3,13,7,Yes,41,Udaipur,Rajasthan,India,Always,14,4,Yes,Career Growth,No,71,12-09-2015
310,Rhea,Sundaram,Female,28,Divorced,High School,Information Tech,UI/UX Designer,Corporate,06-12-2015,10,8,41,5,4,33,4,2,3,No,Often,₹79235,10,1,2,17,16,No,15,Hyderabad,Telangana,India,Always,4,10,No,Work-Life Balance,Yes,99,08-09-2019
311,Yakshit,Madan,Other,34,Single,Postgraduate,Quality Assurance,Software Engineer,Corporate,"Aug 13, 2010",15,14,16,5,4,67,1,0,5,No,Always,₹33476,2,0,1,21,19,No,29,Nagpur,Maharashtra,Nepal,Frequently,3,15,Yes,Work-Life Balance,No,3,06-09-2011
312,Manjari,Cherian,Male,59,Widowed,High School,Product,Marketing Specialist,Technology,"Feb 02, 2019",6,3,92,1,5,62,0,3,3,No,Rarely,₹38468,23,1,3,N/A,9,Yes,21,Udaipur,Rajasthan,India,Rarely,18,ten,No,Career Growth,Yes,40,02-04-2021
313,Tiya,Garg,Female,40,Married,Graduate,Supply Chain,Customer Support Rep,Technology,10-02-2010,15,15,,4,6,42,0,5,3,No,Rarely,₹36226,8,3,1,20,19,Yes,18,Hyderabad,Telangana,India,Frequently,17,ten,No,,Yes,1,29-09-2017
314,Trisha,Raman,Femle,48,Divorced,Graduate,Finance,Product Manager,Corporate,"Mar 09, 2018",7,5,,4,4,14,1,5,2,Yes,Always,53816,11,0,1,6,2,Yes,6,Coimbatore,Tamil Nadu,India,Always,7,2,No,Better Pay,No,10,14-10-2019
315,Lakshit,Bava,Female,29,Marrid,High School,Sales,Marketing Specialist,Technology,21-02-2016,9,9,284,1,3,14,3,1,5,Yes,Rarely,124402,29,2,1,N/A,0,Yes,9,Kolkata,West Bengal,India,Rarely,20,ten,Yes,Better Pay,No,29,18-08-2017
316,Bhavin,Butala,Femle,47,Widowed,High School,R&D,Content Writer,Corporate,18-09-2016,9,9,,5,3,24,2,1,1,Yes,Rarely,₹27390,3,3,5,15,17,Yes,7,Kochi,Kerala,India,Frequently,13,ten,No,Work-Life Balance,Yes,46,19-12-2018
317,Kabir,Dugal,Female,55,Single,Doctorate,I.T,Finance Analyst,Corporate,22-02-2012,13,13,491,4,2,97,0,4,2,No,Never,₹74886,9,2,3,0,14,Yes,17,Noida,Uttar Pradesh,India,Rarely,0,1,Yes,Better Pay,Yes,80,01-08-2014
318,Faiyaz,Wali,Other,45,Married,Graduate,I.T,R&D Scientist,Technology,14-03-2022,3,3,115,4,1,28,1,1,1,Yes,Often,58533,12,0,5,8,8,Yes,43,Mangalore,Karnataka,India,Always,8,ten,Yes,,No,71,16-11-2022
319,Kimaya,Bava,Male,18,Widowed,Graduate,Information Tech,Business Analyst,Field Sales,06-07-2020,5,2,,3,4,90,2,0,1,Yes,Never,₹56645,8,3,0,13,0,No,38,Hyderabad,Telangana,India,Always,15,ten,Yes,,No,60,11-09-2024
320,Madhup,Kar,M,45,Married,Graduate,Product,Project Manager,Corporate,19-04-2018,7,4,110,5,5,78,1,1,2,Yes,Always,₹23650,9,1,3,24,7,No,7,Hyderabad,Telangana,Nepal,Frequently,12,ten,Yes,Better Pay,Yes,47,16-04-2019
321,Dhanush,Master,Other,20,Marrid,High School,Sales,Finance Analyst,Corporate,"May 30, 2015",10,9,,3,4,87,0,2,2,No,Often,103312,21,2,3,N/A,18,No,12,Hyderabad,Telangana,India,Frequently,5,8,No,Career Growth,No,-5,19-08-2017
322,Myra,Dugar,Female,45,Widowed,Graduate,Marketing,UI/UX Designer,Corporate,"Jan 22, 2024",1,0,320,4,6,40,4,5,3,Yes,Always,₹65642,6,0,3,27,9,Yes,2,Pune,Maharashtra,India,Always,10,ten,No,Work-Life Balance,No,67,21-03-2025
323,Drishya,Gera,M,25,Marrid,Graduate,Legal,R&D Scientist,Corporate,"Jul 01, 2013",12,10,144,2,5,94,1,4,5,No,Never,82903,15,2,5,N/A,18,No,3,Siliguri,West Bengal,Sri Lanka,Always,2,11,No,Work-Life Balance,Yes,79,17-12-2022
324,Ela,Lanka,M,56,Widowed,Graduate,Supply Chain,Sales Executive,Corporate,22-03-2022,3,2,,3,1,50,0,1,3,No,Rarely,₹85395,26,1,1,8,1,Yes,5,Ahmedabad,Gujarat,India,Rarely,20,ten,Yes,,No,12,22-08-2024
325,Shray,Mann,Female,51,Widowed,Graduate,Finance,Customer Support Rep,Technology,"Jun 02, 2025",0,0,,4,6,1,3,2,1,No,Always,32358,10,3,3,N/A,17,Yes,4,Kolkata,West Bengal,India,Frequently,11,7,Yes,Work-Life Balance,Yes,99,18-07-2025
326,Onkar,Saha,M,32,Marrid,Graduate,Quality Assurance,Legal Associate,Corporate,14-08-2010,15,14,,1,5,35,4,0,2,Yes,Sometimes,160529,16,3,3,N/A,5,No,50,Noida,Uttar Pradesh,India,Frequently,19,5,No,Career Growth,No,46,30-03-2025
327,Samarth,Malhotra,Femle,19,Married,Doctorate,Operations,Sales Executive,Corporate,21-10-2018,7,4,437,2,1,9,1,4,2,No,Never,₹22107,12,1,1,8,18,Yes,9,New Delhi,Delhi,India,Always,16,3,No,Career Growth,Yes,81,15-03-2019
328,Veer,Ram,Femle,55,Widowed,High School,Customer Support,UI/UX Designer,Technology,29-08-2020,5,5,,5,5,88,2,4,1,Yes,Always,121846,12,0,0,N/A,6,Yes,41,Bengaluru,Karnataka,Nepal,Always,8,6,Yes,,No,61,14-03-2024
329,Rania,Shah,M,51,Divorced,High School,Marketing,Legal Associate,Corporate,04-01-2013,12,12,126,5,2,11,4,1,5,Yes,Often,₹58411,1,2,3,5,7,No,4,Jaipur,Rajasthan,India,Always,15,4,Yes,Work-Life Balance,No,41,19-10-2016
330,Mahika,Gera,Female,35,Widowed,Postgraduate,IT,DevOps Engineer,Field Sales,22-09-2017,8,5,303,4,2,70,4,4,2,No,Often,55091,13,0,0,N/A,0,No,19,Kochi,Kerala,India,Always,4,12,Yes,,Yes,96,31-07-2023
331,Onkar,Bhatti,Female,41,Divorced,Postgraduate,Sales,Operations Executive,Technology,31-07-2016,9,6,,4,4,88,2,3,1,Yes,Often,47633,17,0,5,N/A,4,Yes,22,Bengaluru,Karnataka,India,Frequently,15,10,No,,No,27,03-05-2020
332,Anya,Vora,F,38,Single,Postgraduate,Quality Assurance,QA Engineer,Field Sales,"Jan 08, 2016",9,6,,1,1,43,4,2,2,Yes,Sometimes,192636,22,1,0,N/A,2,Yes,26,Jaipur,Rajasthan,India,Always,17,9,No,,Yes,31,08-09-2024
333,Prisha,Saxena,Male,56,Married,Doctorate,Information Tech,R&D Scientist,Corporate,23-08-2019,6,6,,4,6,30,0,5,3,Yes,Sometimes,58105,21,2,0,N/A,5,Yes,32,Thiruvananthapuram,Kerala,India,Frequently,2,ten,Yes,Work-Life Balance,Yes,42,26-03-2023
334,Jayesh,Gour,Other,44,Widowed,Postgraduate,I.T,R&D Scientist,Corporate,27-02-2014,11,8,,4,6,99,5,3,5,Yes,Always,₹75456,14,1,1,14,8,No,19,Ahmedabad,Gujarat,India,Frequently,3,ten,Yes,,Yes,21,02-05-2015
335,Gokul,Gera,Femle,31,Marrid,Graduate,Quality Assurance,Finance Analyst,Corporate,"Jan 29, 2023",2,0,,1,3,71,5,1,4,Yes,Rarely,₹41973,21,1,5,11,16,Yes,18,Nagpur,Maharashtra,India,Rarely,14,9,No,Better Pay,Yes,59,21-02-2024
336,Mahika,Rout,M,20,Divorced,Graduate,Admin,R&D Scientist,Technology,29-04-2018,7,7,178,1,1,0,3,0,1,Yes,Often,₹59147,4,2,0,N/A,16,No,30,Hyderabad,Telangana,India,Always,18,ten,Yes,Career Growth,Yes,22,10-05-2023
337,Zain,Zachariah,M,31,Divorced,Graduate,Design,Operations Executive,Technology,15-01-2025,0,0,252,3,6,100,5,4,4,No,Never,162815,2,0,1,N/A,16,No,47,Coimbatore,Tamil Nadu,India,Always,15,1,No,,Yes,32,11-02-2025
338,Jhanvi,Khatri,M,26,Married,Graduate,Finance,Finance Analyst,Corporate,09-10-2009,16,13,426,2,2,10,4,2,4,No,Rarely,₹60822,21,2,5,20,18,Yes,23,Mumbai,Maharashtra,India,Frequently,13,12,Yes,Better Pay,No,56,08-11-2015
339,Tejas,Gupta,Femle,53,Single,Doctorate,Admin,Project Manager,Technology,10-02-2009,16,15,487,4,6,83,0,5,3,No,Never,86695,18,1,1,4,13,Yes,15,Kolkata,West Bengal,Nepal,Rarely,12,ten,No,,Yes,74,08-03-2010
340,Priyansh,Barad,Femle,58,Married,Postgraduate,Admin,Legal Associate,Corporate,"Dec 17, 2016",9,8,129,4,3,1,5,1,3,No,Never,₹94074,8,2,1,30,17,Yes,43,New Delhi,Delhi,India,Frequently,20,15,Yes,Career Growth,No,98,17-06-2023
341,Nitya,Kale,Other,28,Married,High School,Information Tech,QA Engineer,Technology,"Nov 13, 2020",5,5,,4,3,14,5,3,3,No,Sometimes,80778,2,3,0,N/A,9,No,12,Surat,Gujarat,India,Rarely,15,ten,Yes,,Yes,63,28-07-2023
342,Aarna,Kaur,F,21,Marrid,Postgraduate,Information Tech,Content Writer,Corporate,"Apr 21, 2013",12,11,,1,2,0,3,0,5,Yes,Often,28122,23,2,1,N/A,7,Yes,33,Mumbai,Maharashtra,India,Always,7,ten,Yes,Career Growth,No,70,13-11-2014
343,Piya,Ratta,Male,52,Marrid,Doctorate,I.T,DevOps Engineer,Technology,"Jan 21, 2012",13,13,498,5,4,51,4,2,3,Yes,Never,133920,25,1,3,N/A,14,No,6,Kochi,Kerala,India,Frequently,7,5,No,Work-Life Balance,Yes,86,26-09-2015
344,Manikya,Malhotra,F,75,Widowed,Doctorate,Sales,Content Writer,Technology,02-06-2019,6,5,456,2,6,7,4,5,4,No,Always,₹95389,2,2,3,16,7,Yes,19,Hyderabad,Telangana,India,Frequently,16,12,No,Better Pay,No,48,16-06-2021
345,Hiran,Sheth,Male,47,Divorced,Postgraduate,I.T,Legal Associate,Field Sales,"Dec 24, 2019",6,3,18,2,2,3,4,0,3,No,Often,₹44584,25,3,0,1,19,No,6,Mysuru,Karnataka,India,Always,20,4,No,Work-Life Balance,No,78,04-12-2022
346,Aarav,Dada,Male,34,Divorced,Graduate,Supply Chain,Marketing Specialist,Field Sales,"Apr 18, 2023",2,2,,2,2,65,1,0,4,Yes,Always,₹35173,8,2,1,16,20,No,27,Ahmedabad,Gujarat,India,Always,4,1,No,,No,38,12-07-2025
347,Drishya,Kaur,Male,12,Single,High School,I.T,Marketing Specialist,Technology,08-04-2018,7,7,449,3,2,59,5,5,1,No,Rarely,₹75319,4,0,3,N/A,19,Yes,16,Pune,Maharashtra,India,Rarely,11,7,Yes,Better Pay,Yes,28,07-02-2022
348,Priyansh,Raman,M,35,Widowed,Graduate,Legal,Business Analyst,Field Sales,01-02-2018,7,5,,2,1,78,2,5,2,Yes,Sometimes,45290,29,1,5,14,0,No,11,Pune,Maharashtra,India,Rarely,17,ten,No,Work-Life Balance,No,69,09-02-2020
349,Pari,Ganesan,Female,53,Married,Doctorate,Operations,Business Analyst,Corporate,"Aug 15, 2022",3,1,542,4,4,5,5,1,4,Yes,Sometimes,37564,17,1,0,19,15,Yes,49,Nagpur,Maharashtra,India,Frequently,16,6,No,,No,17,21-01-2025
350,Kismat,Reddy,Femle,33,Widowed,Doctorate,Marketing,UI/UX Designer,Corporate,27-07-2016,9,7,,3,4,19,3,3,2,Yes,Rarely,183830,1,2,0,21,12,No,27,Siliguri,West Bengal,India,Rarely,6,ten,No,Work-Life Balance,Yes,32,30-08-2025
351,Anika,Verma,M,42,Widowed,Postgraduate,Marketing,HR Manager,Technology,25-11-2012,13,12,,5,1,84,2,5,5,Yes,Sometimes,₹32323,13,1,2,14,16,No,49,Noida,Uttar Pradesh,India,Frequently,5,3,Yes,,No,90,03-12-2020
352,Aaryahi,Sagar,Female,12,Divorced,Postgraduate,Product,DevOps Engineer,Corporate,04-06-2024,1,0,58,2,5,14,4,4,4,No,Often,172000,6,0,3,25,7,Yes,5,Chennai,Tamil Nadu,India,Rarely,11,ten,No,Better Pay,No,80,23-01-2025
353,Zaina,Kanda,F,30,Marrid,Graduate,Legal,HR Manager,Corporate,26-02-2016,9,6,,3,4,17,1,3,5,Yes,Rarely,28468,16,2,2,N/A,2,No,7,Bengaluru,Karnataka,India,Rarely,12,1,No,Work-Life Balance,No,71,17-11-2016
354,Jivin,Dhar,Other,36,Single,Postgraduate,Product,Customer Support Rep,Corporate,"Apr 17, 2018",7,5,,2,2,10,4,4,1,No,Often,197457,24,1,1,N/A,20,Yes,20,Noida,Uttar Pradesh,India,Rarely,18,11,No,Work-Life Balance,No,63,04-07-2021
355,Ritvik,Sangha,Female,23,Single,High School,Product,Marketing Specialist,Corporate,"Jan 31, 2015",10,9,,3,4,76,2,4,5,No,Never,₹27319,22,1,5,N/A,4,No,16,Pune,Maharashtra,India,Frequently,17,ten,Yes,,No,99,23-01-2018
356,Mannat,Atwal,Male,59,Divorced,Graduate,Product,Sales Executive,Field Sales,"Jan 15, 2011",14,13,380,1,5,55,1,1,2,Yes,Sometimes,₹33467,26,1,1,N/A,17,Yes,5,Nagpur,Maharashtra,India,Frequently,14,ten,Yes,,Yes,28,21-02-2012
357,Darshit,Sur,Female,34,Marrid,Graduate,Information Tech,Data Scientist,Corporate,"Sep 10, 2015",10,8,67,4,1,1,3,3,3,Yes,Often,29966,15,3,2,N/A,20,No,9,Coimbatore,Tamil Nadu,India,Always,20,3,No,Better Pay,Yes,28,16-06-2025
358,Zara,Yohannan,Femle,27,Single,Postgraduate,Finance,Data Scientist,Technology,29-08-2017,8,5,115,5,4,7,1,3,3,Yes,Rarely,187692,21,1,5,27,9,No,7,Udaipur,Rajasthan,India,Always,2,ten,Yes,Career Growth,Yes,94,24-04-2020
359,Yuvaan,Cherian,Femle,49,Married,Postgraduate,Customer Support,QA Engineer,Field Sales,05-05-2020,5,5,447,1,6,70,2,1,2,No,Always,₹27846,25,3,5,29,1,No,15,Udaipur,Rajasthan,India,Rarely,9,ten,Yes,,Yes,39,21-04-2024
360,Ayesha,Sandhu,M,22,Married,Postgraduate,Operations,Software Engineer,Field Sales,23-10-2013,12,12,,2,6,14,4,5,1,No,Never,₹93866,10,0,1,N/A,18,Yes,43,Chennai,Tamil Nadu,India,Frequently,19,6,Yes,Work-Life Balance,No,92,01-05-2018
361,Nayantara,Gandhi,Femle,36,Divorced,Graduate,Design,Analyst,Field Sales,24-06-2023,2,0,,5,3,82,1,2,4,No,Never,105089,6,2,0,N/A,6,No,28,Kanpur,Uttar Pradesh,India,Frequently,19,ten,No,Work-Life Balance,Yes,40,22-02-2025
362,Ira,Kannan,Femle,59,Divorced,Graduate,Admin,Customer Support Rep,Technology,01-12-2023,2,0,312,1,6,53,1,0,1,No,Sometimes,82813,0,3,5,3,1,No,46,Kochi,Kerala,India,Rarely,7,ten,Yes,Career Growth,No,30,13-08-2025
363,Priyansh,Mammen,Other,30,Marrid,Graduate,Customer Support,DevOps Engineer,Field Sales,"Apr 06, 2023",2,0,,2,2,51,0,4,5,No,Rarely,117100,3,1,1,N/A,19,No,29,New Delhi,Delhi,India,Always,5,5,No,Career Growth,No,65,26-12-2024
364,Mohanlal,Dewan,Male,42,Widowed,High School,Quality Assurance,Marketing Specialist,Field Sales,06-10-2016,9,9,403,2,6,10,1,5,2,No,Always,93415,2,0,1,N/A,0,Yes,13,Siliguri,West Bengal,India,Always,14,ten,No,Work-Life Balance,Yes,62,06-03-2019
365,Vaibhav,Shetty,M,47,Widowed,Doctorate,Customer Support,Content Writer,Corporate,29-08-2025,0,0,,2,3,97,5,0,4,Yes,Often,198101,16,3,5,10,17,Yes,18,Chennai,Tamil Nadu,India,Rarely,17,11,No,Career Growth,Yes,30,05-09-2025
366,Mamooty,Gala,Male,44,Divorced,Doctorate,Customer Support,Business Analyst,Corporate,25-03-2015,10,9,531,5,2,47,2,4,5,Yes,Sometimes,185387,28,1,0,25,9,No,33,New Delhi,Delhi,India,Always,11,ten,Yes,Better Pay,Yes,150,24-06-2022
367,Charvi,Bir,Other,39,Single,Postgraduate,Legal,Business Analyst,Field Sales,07-02-2010,15,15,410,4,2,74,1,3,1,Yes,Often,165565,13,0,2,N/A,7,Yes,33,Kolkata,West Bengal,India,Rarely,15,10,Yes,Better Pay,No,69,11-07-2020
368,Misha,Wagle,Female,30,Widowed,Doctorate,Operations,QA Engineer,Corporate,17-05-2017,8,6,,5,5,22,4,5,2,Yes,Rarely,₹46363,29,1,0,30,17,No,20,Udaipur,Rajasthan,India,Always,6,8,Yes,Work-Life Balance,No,54,01-01-2020
369,Yashvi,Singhal,F,43,Married,Postgraduate,Quality Assurance,Sales Executive,Corporate,26-08-2011,14,12,262,2,1,91,0,3,2,Yes,Never,145283,27,0,5,25,18,Yes,21,Bengaluru,Karnataka,India,Always,20,ten,Yes,,Yes,12,20-11-2015
370,Nakul,Bumb,Femle,24,Divorced,Postgraduate,Sales,Project Manager,Corporate,25-04-2017,8,7,8,4,5,6,4,0,1,Yes,Never,179309,30,1,0,N/A,1,No,1,Coimbatore,Tamil Nadu,India,Always,17,11,Yes,Career Growth,No,98,15-07-2017
371,Seher,Zachariah,M,12,Widowed,Postgraduate,Quality Assurance,Legal Associate,Field Sales,02-05-2014,11,8,28,3,1,7,5,4,1,No,Sometimes,₹33896,18,2,5,N/A,6,Yes,22,Ahmedabad,Gujarat,India,Always,11,7,Yes,,Yes,6,03-06-2017
372,Yasmin,Dyal,Other,40,Single,Graduate,I.T,Customer Support Rep,Corporate,18-07-2022,3,1,,3,4,76,0,1,5,No,Rarely,34993,28,1,0,22,13,No,40,Jaipur,Rajasthan,India,Always,4,10,Yes,,Yes,40,30-06-2025
373,Damini,Rattan,Other,39,Married,Postgraduate,Admin,Project Manager,Technology,29-05-2019,6,6,,1,6,90,2,4,5,Yes,Sometimes,₹96366,24,0,0,N/A,5,No,38,Hyderabad,Telangana,India,Always,15,ten,Yes,Career Growth,No,39,09-08-2019
374,Neysa,Roy,M,22,Married,Postgraduate,Admin,Sales Executive,Field Sales,"Aug 26, 2017",8,5,,2,5,66,5,0,1,Yes,Rarely,₹82569,22,1,3,N/A,4,Yes,18,Kanpur,Uttar Pradesh,India,Always,6,9,No,,Yes,99,28-02-2025
375,Vardaniya,Bali,Male,75,Married,Postgraduate,Product,Data Scientist,Field Sales,"Dec 25, 2019",6,5,,4,6,64,0,1,5,Yes,Always,₹64112,1,2,0,N/A,8,No,12,Coimbatore,Tamil Nadu,India,Rarely,1,ten,No,Career Growth,No,93,05-10-2020
376,Nakul,Mangal,Femle,33,Single,Postgraduate,Sales,Analyst,Technology,31-03-2009,16,15,186,1,2,93,1,0,4,Yes,Never,172546,18,0,0,27,8,No,6,Thiruvananthapuram,Kerala,India,Frequently,13,12,Yes,,No,84,21-12-2010
377,Alia,Bansal,Femle,51,Married,High School,IT,Customer Support Rep,Technology,14-09-2012,13,12,164,3,1,22,0,3,3,No,Never,27364,28,0,0,15,10,Yes,25,Chennai,Tamil Nadu,India,Rarely,10,15,No,Career Growth,No,89,11-08-2016
378,Ira,Sura,Female,59,Married,Postgraduate,Quality Assurance,DevOps Engineer,Field Sales,18-11-2020,5,2,,5,4,1,2,4,4,Yes,Never,₹38634,15,0,3,19,5,No,31,Udaipur,Rajasthan,India,Always,3,4,Yes,Better Pay,Yes,39,26-01-2023
379,Yuvraj ,Deshmukh,Female,30,Marrid,Graduate,I.T,Customer Support Rep,Technology,06-05-2010,15,13,,2,4,35,2,3,4,No,Often,114505,9,3,2,N/A,20,Yes,26,Kochi,Kerala,India,Always,19,ten,Yes,Better Pay,No,92,03-09-2013
380,Neysa,Golla,Femle,28,Marrid,High School,Admin,HR Manager,Corporate,"Apr 02, 2021",4,4,,3,3,0,4,3,3,No,Never,33022,7,1,3,N/A,0,No,21,Siliguri,West Bengal,India,Always,5,ten,Yes,Career Growth,No,48,29-10-2022
381,Indrajit,Ramakrishnan,Male,32,Married,Postgraduate,Sales,Product Manager,Field Sales,05-03-2018,7,6,,1,5,0,5,5,4,No,Often,56717,30,0,0,N/A,8,No,36,Lucknow,Uttar Pradesh,Pakistan,Rarely,11,ten,No,Work-Life Balance,Yes,65,23-03-2025
382,Jayan,Gopal,Other,59,Divorced,High School,IT,Analyst,Technology,09-05-2016,9,8,231,4,3,79,4,1,1,Yes,Never,48710,15,0,5,N/A,2,No,32,Siliguri,West Bengal,India,Frequently,1,ten,No,,No,84,05-12-2017
383,Suhana,Kari,Other,36,Divorced,High School,Customer Support,Customer Support Rep,Corporate,"Mar 05, 2012",13,10,,4,6,12,4,5,3,Yes,Never,₹44004,15,2,1,N/A,5,Yes,44,Udaipur,Rajasthan,India,Always,11,8,No,Work-Life Balance,No,63,26-06-2020
384,Navya,Baral,Male,33,Marrid,Graduate,Design,Sales Executive,Technology,15-05-2023,2,2,5,1,1,70,2,5,4,Yes,Always,21935,17,0,2,N/A,7,No,33,New Delhi,Delhi,India,Frequently,5,ten,No,Better Pay,Yes,86,14-11-2024
385,Ivan,Sarkar,Other,48,Single,Graduate,Quality Assurance,Finance Analyst,Technology,"Feb 05, 2013",12,10,,3,4,48,4,0,2,No,Often,78497,30,2,3,3,11,No,33,Chennai,Tamil Nadu,India,Always,14,2,Yes,Work-Life Balance,No,71,21-10-2022
386,Jayant,Wable,F,34,Single,Graduate,R&D,Operations Executive,Technology,09-08-2023,2,2,,5,6,63,5,4,3,Yes,Rarely,₹58432,29,2,5,30,3,No,39,Kanpur,Uttar Pradesh,India,Frequently,14,ten,No,Work-Life Balance,No,74,22-02-2024
387,Hiran,Shere,M,30,Single,Doctorate,Product,Software Engineer,Corporate,10-02-2011,14,11,,1,4,1,2,5,5,Yes,Always,₹20110,25,0,1,N/A,14,Yes,35,Surat,Gujarat,India,Rarely,5,13,No,Better Pay,Yes,9,27-09-2017
388,Ira,Dass,F,22,Marrid,Postgraduate,Product,Business Analyst,Corporate,15-09-2024,1,0,,1,6,10,3,3,4,No,Often,163721,25,1,1,2,12,No,40,Lucknow,Uttar Pradesh,India,Rarely,4,9,No,,Yes,49,09-03-2025
389,Advika,Kibe,F,58,Single,Graduate,I.T,Marketing Specialist,Field Sales,"Dec 24, 2017",8,6,,1,4,17,2,5,4,No,Sometimes,138513,1,2,3,7,16,Yes,46,Hyderabad,Telangana,India,Rarely,18,6,Yes,,No,36,14-10-2018
