EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview,YearsAtCompany_bin,YearsInCurrentRole_bin,TrainingHoursLastYear_bin,PromotionLast3Years_bin,_target_numeric
283,Rhea,Bahl,female,31,married,doctorate,i.t,project manager,field sales,16-07-2024,1,0,,4,4,96.0,4,0,2,yes,never,139763,29,0,0,6.0,13,yes,39,kolkata,west bengal,india,rarely,3,ten,yes,work-life balance,yes,25,07-09-2025,0-1,0-1,10+,0-1,1
284,Aayush,Garde,other,57,widowed,graduate,hr,legal associate,technology,"Feb 19, 2020",5,4,499.0,5,2,58.0,5,4,4,yes,sometimes,41586,7,0,2,19.0,2,no,21,chennai,tamil nadu,india,frequently,9,ten,no,,no,64,02-03-2020,3-5,3-5,10+,1-3,0
285,Vedika,Salvi,other,47,single,doctorate,operations,business analyst,field sales,"Jul 25, 2016",9,8,141.0,4,2,36.0,0,3,4,no,never,93827,5,0,5,19.0,14,no,6,kolkata,west bengal,india,always,5,1,no,work-life balance,yes,76,15-07-2021,5-10,5-10,10+,3-5,0
286,Vanya,Mander,male,54,married,high school,r&d,hr manager,field sales,15-02-2025,0,0,,3,6,69.0,0,3,5,yes,sometimes,112233,16,1,3,30.0,16,yes,30,pune,maharashtra,india,frequently,17,7,yes,,yes,90,03-08-2025,0-1,0-1,10+,1-3,1
287,Dishani,Kalita,other,54,marrid,postgraduate,supply chain,qa engineer,field sales,27-11-2013,12,12,153.0,1,6,97.0,3,2,4,no,sometimes,31081,21,0,3,24.0,15,no,12,jaipur,rajasthan,india,frequently,9,1,yes,career growth,no,86,19-09-2024,10+,10+,10+,1-3,1
288,Sahil,Randhawa,other,37,widowed,graduate,r&d,project manager,technology,02-04-2024,1,1,,2,3,31.0,0,4,5,yes,never,46274,25,1,3,,13,yes,6,new delhi,delhi,india,always,17,ten,no,career growth,yes,1,10-04-2024,0-1,0-1,10+,1-3,0
289,Elakshi,Ravel,other,46,married,doctorate,customer support,r&d scientist,field sales,10-02-2013,12,12,199.0,5,1,75.0,1,1,5,no,often,151511,0,1,0,,10,yes,19,surat,gujarat,india,rarely,11,10,no,better pay,no,36,04-08-2020,10+,10+,10+,0-1,0
290,Lavanya,Rege,femle,30,married,doctorate,finance,operations executive,technology,09-01-2012,13,13,193.0,5,4,81.0,4,0,1,no,always,159562,13,2,1,2.0,6,yes,18,hyderabad,telangana,india,frequently,16,ten,yes,better pay,no,15,29-12-2017,10+,10+,10+,0-1,1
291,Amani,Dada,female,25,marrid,high school,design,sales executive,corporate,26-12-2016,9,6,,3,6,88.0,1,0,3,yes,often,69059,18,0,3,,4,yes,43,coimbatore,tamil nadu,india,rarely,2,ten,yes,,yes,38,05-11-2018,5-10,5-10,10+,1-3,1
292,Neysa,Karnik,male,31,marrid,high school,quality assurance,marketing specialist,technology,27-06-2024,1,0,,1,5,69.0,4,2,5,no,sometimes,75409,20,2,2,,7,no,2,hyderabad,telangana,india,frequently,4,ten,no,,no,59,23-08-2024,0-1,0-1,10+,1-3,0
293,Ivana,Hari,female,31,widowed,high school,operations,legal associate,field sales,09-10-2012,13,11,,1,1,90.0,2,1,2,no,often,74567,14,0,0,,1,no,11,pune,maharashtra,india,frequently,10,ten,yes,career growth,yes,35,27-10-2021,10+,10+,10+,0-1,1
294,Ahana,Kalla,femle,59,single,postgraduate,product,data scientist,corporate,20-11-2020,5,2,25.0,5,6,42.0,4,1,5,yes,never,41040,28,3,1,,3,yes,19,siliguri,west bengal,india,always,5,15,no,better pay,no,48,30-03-2021,3-5,1-3,10+,0-1,0
295,Tushar,Biswas,f,36,single,doctorate,design,content writer,technology,"Jul 15, 2016",9,7,100.0,3,1,94.0,2,2,3,yes,never,75693,30,3,5,,14,yes,18,kanpur,uttar pradesh,india,frequently,10,ten,yes,career growth,no,71,16-07-2024,5-10,5-10,10+,3-5,1
296,Tushar,Krish,female,41,marrid,graduate,it,marketing specialist,technology,"Feb 21, 2010",15,14,,5,5,17.0,0,3,2,no,never,133298,25,2,5,,2,no,37,nagpur,maharashtra,india,rarely,9,ten,yes,,yes,31,07-02-2021,10+,10+,10+,3-5,1
297,Samarth,Tank,female,38,marrid,graduate,finance,finance analyst,technology,"Mar 06, 2020",5,2,,2,2,96.0,3,1,4,no,never,180233,3,3,5,7.0,19,no,11,new delhi,delhi,india,always,8,2,yes,work-life balance,no,4,10-01-2022,3-5,1-3,10+,3-5,1
298,Farhan,Taneja,femle,28,married,high school,i.t,sales executive,corporate,"Jan 18, 2015",10,7,,3,3,83.0,1,0,4,yes,often,111515,1,0,3,,16,yes,5,kochi,kerala,india,always,18,5,no,better pay,yes,19,21-09-2019,5-10,5-10,10+,1-3,0
299,Shray,Ganesan,female,30,single,doctorate,hr,sales executive,technology,06-07-2024,1,0,,3,2,13.0,0,2,2,yes,rarely,86516,22,0,1,18.0,5,no,19,lucknow,uttar pradesh,india,always,6,ten,no,,no,56,02-08-2024,0-1,0-1,10+,0-1,0
300,Shray,Sinha,female,29,divorced,high school,finance,qa engineer,technology,"Apr 01, 2016",9,6,,5,1,80.0,4,2,4,no,always,23311,22,1,2,1.0,12,yes,49,hyderabad,telangana,india,rarely,19,2,yes,work-life balance,yes,69,29-12-2018,5-10,5-10,10+,1-3,1
301,Tara,Bhagat,female,26,married,graduate,marketing,data scientist,corporate,18-06-2025,0,0,,4,3,82.0,1,0,5,yes,often,80489,21,3,2,27.0,6,yes,19,chennai,tamil nadu,india,rarely,10,1,no,work-life balance,yes,8,19-06-2025,0-1,0-1,10+,1-3,0
302,Aaina,Iyengar,m,35,marrid,doctorate,sales,content writer,corporate,"Jun 27, 2023",2,2,,4,4,67.0,1,4,1,no,always,171216,26,3,3,25.0,11,no,37,thiruvananthapuram,kerala,india,rarely,0,5,yes,,no,46,29-02-2024,1-3,1-3,10+,1-3,1
303,Bhavin,Suresh,f,43,married,high school,i.t,devops engineer,technology,21-11-2012,13,11,438.0,2,1,89.0,0,5,1,yes,never,160690,28,1,1,12.0,12,no,20,hyderabad,telangana,india,always,0,ten,no,,yes,100,21-01-2017,10+,10+,10+,0-1,0
304,Akarsh,Buch,male,48,divorced,doctorate,r&d,sales executive,corporate,18-12-2024,1,1,380.0,4,4,5.0,1,3,2,yes,never,25213,16,2,2,,18,no,15,bengaluru,karnataka,india,rarely,12,ten,yes,,no,11,22-08-2025,0-1,0-1,3-5,1-3,1
305,Tarini,Kulkarni,other,24,married,doctorate,finance,customer support rep,field sales,07-06-2010,15,12,311.0,5,3,47.0,5,1,2,no,sometimes,176733,8,3,0,5.0,1,yes,32,jaipur,rajasthan,india,always,15,ten,no,career growth,yes,59,28-07-2012,10+,10+,10+,0-1,0
306,Priyansh,Saha,other,46,single,graduate,hr,customer support rep,field sales,23-12-2020,5,2,,2,3,98.0,4,3,4,no,often,138650,10,2,1,27.0,8,yes,16,ahmedabad,gujarat,india,rarely,12,8,yes,better pay,no,76,25-05-2024,3-5,1-3,10+,0-1,1
307,Adira,Sarna,female,39,married,high school,information tech,r&d scientist,field sales,18-12-2011,14,13,453.0,1,3,1.0,4,5,4,yes,sometimes,142897,16,0,3,8.0,12,no,43,surat,gujarat,india,frequently,9,13,no,,yes,86,29-08-2017,10+,10+,0-1,1-3,0
308,Heer,Kohli,other,45,married,high school,design,finance analyst,technology,11-03-2021,4,3,,3,2,44.0,4,3,1,no,often,22952,23,1,1,,1,yes,9,udaipur,rajasthan,india,always,20,8,yes,,yes,94,24-08-2021,3-5,1-3,10+,0-1,1
309,Jivika,Dave,f,44,married,doctorate,supply chain,software engineer,field sales,03-12-2014,11,8,,3,2,62.0,1,3,1,yes,rarely,97750,22,2,3,13.0,7,yes,41,udaipur,rajasthan,india,always,14,4,yes,career growth,no,71,12-09-2015,10+,5-10,10+,1-3,1
310,Rhea,Sundaram,female,28,divorced,high school,information tech,ui/ux designer,corporate,06-12-2015,10,8,41.0,5,4,33.0,4,2,3,no,often,79235,10,1,2,17.0,16,no,15,hyderabad,telangana,india,always,4,10,no,work-life balance,yes,99,08-09-2019,5-10,5-10,10+,1-3,0
311,Yakshit,Madan,other,34,single,postgraduate,quality assurance,software engineer,corporate,"Aug 13, 2010",15,14,16.0,5,4,67.0,1,0,5,no,always,33476,2,0,1,21.0,19,no,29,nagpur,maharashtra,nepal,frequently,3,15,yes,work-life balance,no,3,06-09-2011,10+,10+,10+,0-1,1
312,Manjari,Cherian,male,59,widowed,high school,product,marketing specialist,technology,"Feb 02, 2019",6,3,92.0,1,5,62.0,0,3,3,no,rarely,38468,23,1,3,,9,yes,21,udaipur,rajasthan,india,rarely,18,ten,no,career growth,yes,40,02-04-2021,5-10,1-3,10+,1-3,0
313,Tiya,Garg,female,40,married,graduate,supply chain,customer support rep,technology,10-02-2010,15,15,,4,6,42.0,0,5,3,no,rarely,36226,8,3,1,20.0,19,yes,18,hyderabad,telangana,india,frequently,17,ten,no,,yes,1,29-09-2017,10+,10+,10+,0-1,0
314,Trisha,Raman,femle,48,divorced,graduate,finance,product manager,corporate,"Mar 09, 2018",7,5,,4,4,14.0,1,5,2,yes,always,53816,11,0,1,6.0,2,yes,6,coimbatore,tamil nadu,india,always,7,2,no,better pay,no,10,14-10-2019,5-10,3-5,10+,0-1,0
315,Lakshit,Bava,female,29,marrid,high school,sales,marketing specialist,technology,21-02-2016,9,9,284.0,1,3,14.0,3,1,5,yes,rarely,124402,29,2,1,,0,yes,9,kolkata,west bengal,india,rarely,20,ten,yes,better pay,no,29,18-08-2017,5-10,5-10,10+,0-1,1
316,Bhavin,Butala,femle,47,widowed,high school,r&d,content writer,corporate,18-09-2016,9,9,,5,3,24.0,2,1,1,yes,rarely,27390,3,3,5,15.0,17,yes,7,kochi,kerala,india,frequently,13,ten,no,work-life balance,yes,46,19-12-2018,5-10,5-10,10+,3-5,0
317,Kabir,Dugal,female,55,single,doctorate,i.t,finance analyst,corporate,22-02-2012,13,13,491.0,4,2,97.0,0,4,2,no,never,74886,9,2,3,0.0,14,yes,17,noida,uttar pradesh,india,rarely,0,1,yes,better pay,yes,80,01-08-2014,10+,10+,10+,1-3,1
318,Faiyaz,Wali,other,45,married,graduate,i.t,r&d scientist,technology,14-03-2022,3,3,115.0,4,1,28.0,1,1,1,yes,often,58533,12,0,5,8.0,8,yes,43,mangalore,karnataka,india,always,8,ten,yes,,no,71,16-11-2022,1-3,1-3,10+,3-5,1
319,Kimaya,Bava,male,18,widowed,graduate,information tech,business analyst,field sales,06-07-2020,5,2,,3,4,90.0,2,0,1,yes,never,56645,8,3,0,13.0,0,no,38,hyderabad,telangana,india,always,15,ten,yes,,no,60,11-09-2024,3-5,1-3,10+,0-1,1
320,Madhup,Kar,m,45,married,graduate,product,project manager,corporate,19-04-2018,7,4,110.0,5,5,78.0,1,1,2,yes,always,23650,9,1,3,24.0,7,no,7,hyderabad,telangana,nepal,frequently,12,ten,yes,better pay,yes,47,16-04-2019,5-10,3-5,10+,1-3,1
321,Dhanush,Master,other,20,marrid,high school,sales,finance analyst,corporate,"May 30, 2015",10,9,,3,4,87.0,0,2,2,no,often,103312,21,2,3,,18,no,12,hyderabad,telangana,india,frequently,5,8,no,career growth,no,-5,19-08-2017,5-10,5-10,10+,1-3,0
322,Myra,Dugar,female,45,widowed,graduate,marketing,ui/ux designer,corporate,"Jan 22, 2024",1,0,320.0,4,6,40.0,4,5,3,yes,always,65642,6,0,3,27.0,9,yes,2,pune,maharashtra,india,always,10,ten,no,work-life balance,no,67,21-03-2025,0-1,0-1,10+,1-3,0
323,Drishya,Gera,m,25,marrid,graduate,legal,r&d scientist,corporate,"Jul 01, 2013",12,10,144.0,2,5,94.0,1,4,5,no,never,82903,15,2,5,,18,no,3,siliguri,west bengal,sri lanka,always,2,11,no,work-life balance,yes,79,17-12-2022,10+,5-10,10+,3-5,0
324,Ela,Lanka,m,56,widowed,graduate,supply chain,sales executive,corporate,22-03-2022,3,2,,3,1,50.0,0,1,3,no,rarely,85395,26,1,1,8.0,1,yes,5,ahmedabad,gujarat,india,rarely,20,ten,yes,,no,12,22-08-2024,1-3,1-3,10+,0-1,1
325,Shray,Mann,female,51,widowed,graduate,finance,customer support rep,technology,"Jun 02, 2025",0,0,,4,6,1.0,3,2,1,no,always,32358,10,3,3,,17,yes,4,kolkata,west bengal,india,frequently,11,7,yes,work-life balance,yes,99,18-07-2025,0-1,0-1,0-1,1-3,1
326,Onkar,Saha,m,32,marrid,graduate,quality assurance,legal associate,corporate,14-08-2010,15,14,,1,5,35.0,4,0,2,yes,sometimes,160529,16,3,3,,5,no,50,noida,uttar pradesh,india,frequently,19,5,no,career growth,no,46,30-03-2025,10+,10+,10+,1-3,0
327,Samarth,Malhotra,femle,19,married,doctorate,operations,sales executive,corporate,21-10-2018,7,4,437.0,2,1,9.0,1,4,2,no,never,22107,12,1,1,8.0,18,yes,9,new delhi,delhi,india,always,16,3,no,career growth,yes,81,15-03-2019,5-10,3-5,5-10,0-1,0
328,Veer,Ram,femle,55,widowed,high school,customer support,ui/ux designer,technology,29-08-2020,5,5,,5,5,88.0,2,4,1,yes,always,121846,12,0,0,,6,yes,41,bengaluru,karnataka,nepal,always,8,6,yes,,no,61,14-03-2024,3-5,3-5,10+,0-1,1
329,Rania,Shah,m,51,divorced,high school,marketing,legal associate,corporate,04-01-2013,12,12,126.0,5,2,11.0,4,1,5,yes,often,58411,1,2,3,5.0,7,no,4,jaipur,rajasthan,india,always,15,4,yes,work-life balance,no,41,19-10-2016,10+,10+,10+,1-3,1
330,Mahika,Gera,female,35,widowed,postgraduate,it,devops engineer,field sales,22-09-2017,8,5,303.0,4,2,70.0,4,4,2,no,often,55091,13,0,0,,0,no,19,kochi,kerala,india,always,4,12,yes,,yes,96,31-07-2023,5-10,3-5,10+,0-1,1
331,Onkar,Bhatti,female,41,divorced,postgraduate,sales,operations executive,technology,31-07-2016,9,6,,4,4,88.0,2,3,1,yes,often,47633,17,0,5,,4,yes,22,bengaluru,karnataka,india,frequently,15,10,no,,no,27,03-05-2020,5-10,5-10,10+,3-5,0
332,Anya,Vora,f,38,single,postgraduate,quality assurance,qa engineer,field sales,"Jan 08, 2016",9,6,,1,1,43.0,4,2,2,yes,sometimes,192636,22,1,0,,2,yes,26,jaipur,rajasthan,india,always,17,9,no,,yes,31,08-09-2024,5-10,5-10,10+,0-1,0
333,Prisha,Saxena,male,56,married,doctorate,information tech,r&d scientist,corporate,23-08-2019,6,6,,4,6,30.0,0,5,3,yes,sometimes,58105,21,2,0,,5,yes,32,thiruvananthapuram,kerala,india,frequently,2,ten,yes,work-life balance,yes,42,26-03-2023,5-10,5-10,10+,0-1,1
334,Jayesh,Gour,other,44,widowed,postgraduate,i.t,r&d scientist,corporate,27-02-2014,11,8,,4,6,99.0,5,3,5,yes,always,75456,14,1,1,14.0,8,no,19,ahmedabad,gujarat,india,frequently,3,ten,yes,,yes,21,02-05-2015,10+,5-10,10+,0-1,1
335,Gokul,Gera,femle,31,marrid,graduate,quality assurance,finance analyst,corporate,"Jan 29, 2023",2,0,,1,3,71.0,5,1,4,yes,rarely,41973,21,1,5,11.0,16,yes,18,nagpur,maharashtra,india,rarely,14,9,no,better pay,yes,59,21-02-2024,1-3,0-1,10+,3-5,0
336,Mahika,Rout,m,20,divorced,graduate,admin,r&d scientist,technology,29-04-2018,7,7,178.0,1,1,0.5499999999999998,3,0,1,yes,often,59147,4,2,0,,16,no,30,hyderabad,telangana,india,always,18,ten,yes,career growth,yes,22,10-05-2023,5-10,5-10,0-1,0-1,1
337,Zain,Zachariah,m,31,divorced,graduate,design,operations executive,technology,15-01-2025,0,0,252.0,3,6,99.0,5,4,4,no,never,162815,2,0,1,,16,no,47,coimbatore,tamil nadu,india,always,15,1,no,,yes,32,11-02-2025,0-1,0-1,10+,0-1,0
338,Jhanvi,Khatri,m,26,married,graduate,finance,finance analyst,corporate,09-10-2009,16,13,426.0,2,2,10.0,4,2,4,no,rarely,60822,21,2,5,20.0,18,yes,23,mumbai,maharashtra,india,frequently,13,12,yes,better pay,no,56,08-11-2015,10+,10+,5-10,3-5,1
339,Tejas,Gupta,femle,53,single,doctorate,admin,project manager,technology,10-02-2009,16,15,487.0,4,6,83.0,0,5,3,no,never,86695,18,1,1,4.0,13,yes,15,kolkata,west bengal,nepal,rarely,12,ten,no,,yes,74,08-03-2010,10+,10+,10+,0-1,0
340,Priyansh,Barad,femle,58,married,postgraduate,admin,legal associate,corporate,"Dec 17, 2016",9,8,129.0,4,3,1.0,5,1,3,no,never,94074,8,2,1,30.0,17,yes,43,new delhi,delhi,india,frequently,20,15,yes,career growth,no,98,17-06-2023,5-10,5-10,0-1,0-1,1
341,Nitya,Kale,other,28,married,high school,information tech,qa engineer,technology,"Nov 13, 2020",5,5,,4,3,14.0,5,3,3,no,sometimes,80778,2,3,0,,9,no,12,surat,gujarat,india,rarely,15,ten,yes,,yes,63,28-07-2023,3-5,3-5,10+,0-1,1
342,Aarna,Kaur,f,21,marrid,postgraduate,information tech,content writer,corporate,"Apr 21, 2013",12,11,,1,2,0.5499999999999998,3,0,5,yes,often,28122,23,2,1,,7,yes,33,mumbai,maharashtra,india,always,7,ten,yes,career growth,no,70,13-11-2014,10+,10+,0-1,0-1,1
343,Piya,Ratta,male,52,marrid,doctorate,i.t,devops engineer,technology,"Jan 21, 2012",13,13,498.0,5,4,51.0,4,2,3,yes,never,133920,25,1,3,,14,no,6,kochi,kerala,india,frequently,7,5,no,work-life balance,yes,86,26-09-2015,10+,10+,10+,1-3,0
344,Manikya,Malhotra,f,75,widowed,doctorate,sales,content writer,technology,02-06-2019,6,5,456.0,2,6,7.0,4,5,4,no,always,95389,2,2,3,16.0,7,yes,19,hyderabad,telangana,india,frequently,16,12,no,better pay,no,48,16-06-2021,5-10,3-5,5-10,1-3,0
345,Hiran,Sheth,male,47,divorced,postgraduate,i.t,legal associate,field sales,"Dec 24, 2019",6,3,18.0,2,2,3.0,4,0,3,no,often,44584,25,3,0,1.0,19,no,6,mysuru,karnataka,india,always,20,4,no,work-life balance,no,78,04-12-2022,5-10,1-3,1-3,0-1,0
346,Aarav,Dada,male,34,divorced,graduate,supply chain,marketing specialist,field sales,"Apr 18, 2023",2,2,,2,2,65.0,1,0,4,yes,always,35173,8,2,1,16.0,20,no,27,ahmedabad,gujarat,india,always,4,1,no,,no,38,12-07-2025,1-3,1-3,10+,0-1,0
347,Drishya,Kaur,male,12,single,high school,i.t,marketing specialist,technology,08-04-2018,7,7,449.0,3,2,59.0,5,5,1,no,rarely,75319,4,0,3,,19,yes,16,pune,maharashtra,india,rarely,11,7,yes,better pay,yes,28,07-02-2022,5-10,5-10,10+,1-3,1
348,Priyansh,Raman,m,35,widowed,graduate,legal,business analyst,field sales,01-02-2018,7,5,,2,1,78.0,2,5,2,yes,sometimes,45290,29,1,5,14.0,0,no,11,pune,maharashtra,india,rarely,17,ten,no,work-life balance,no,69,09-02-2020,5-10,3-5,10+,3-5,0
349,Pari,Ganesan,female,53,married,doctorate,operations,business analyst,corporate,"Aug 15, 2022",3,1,542.0,4,4,5.0,5,1,4,yes,sometimes,37564,17,1,0,19.0,15,yes,49,nagpur,maharashtra,india,frequently,16,6,no,,no,17,21-01-2025,1-3,0-1,3-5,0-1,0
350,Kismat,Reddy,femle,33,widowed,doctorate,marketing,ui/ux designer,corporate,27-07-2016,9,7,,3,4,19.0,3,3,2,yes,rarely,183830,1,2,0,21.0,12,no,27,siliguri,west bengal,india,rarely,6,ten,no,work-life balance,yes,32,30-08-2025,5-10,5-10,10+,0-1,0
351,Anika,Verma,m,42,widowed,postgraduate,marketing,hr manager,technology,25-11-2012,13,12,,5,1,84.0,2,5,5,yes,sometimes,32323,13,1,2,14.0,16,no,49,noida,uttar pradesh,india,frequently,5,3,yes,,no,90,03-12-2020,10+,10+,10+,1-3,1
352,Aaryahi,Sagar,female,12,divorced,postgraduate,product,devops engineer,corporate,04-06-2024,1,0,58.0,2,5,14.0,4,4,4,no,often,172000,6,0,3,25.0,7,yes,5,chennai,tamil nadu,india,rarely,11,ten,no,better pay,no,80,23-01-2025,0-1,0-1,10+,1-3,0
353,Zaina,Kanda,f,30,marrid,graduate,legal,hr manager,corporate,26-02-2016,9,6,,3,4,17.0,1,3,5,yes,rarely,28468,16,2,2,,2,no,7,bengaluru,karnataka,india,rarely,12,1,no,work-life balance,no,71,17-11-2016,5-10,5-10,10+,1-3,0
354,Jivin,Dhar,other,36,single,postgraduate,product,customer support rep,corporate,"Apr 17, 2018",7,5,,2,2,10.0,4,4,1,no,often,197457,24,1,1,,20,yes,20,noida,uttar pradesh,india,rarely,18,11,no,work-life balance,no,63,04-07-2021,5-10,3-5,5-10,0-1,0
355,Ritvik,Sangha,female,23,single,high school,product,marketing specialist,corporate,"Jan 31, 2015",10,9,,3,4,76.0,2,4,5,no,never,27319,22,1,5,,4,no,16,pune,maharashtra,india,frequently,17,ten,yes,,no,99,23-01-2018,5-10,5-10,10+,3-5,1
356,Mannat,Atwal,male,59,divorced,graduate,product,sales executive,field sales,"Jan 15, 2011",14,13,380.0,1,5,55.0,1,1,2,yes,sometimes,33467,26,1,1,,17,yes,5,nagpur,maharashtra,india,frequently,14,ten,yes,,yes,28,21-02-2012,10+,10+,10+,0-1,1
357,Darshit,Sur,female,34,marrid,graduate,information tech,data scientist,corporate,"Sep 10, 2015",10,8,67.0,4,1,1.0,3,3,3,yes,often,29966,15,3,2,,20,no,9,coimbatore,tamil nadu,india,always,20,3,no,better pay,yes,28,16-06-2025,5-10,5-10,0-1,1-3,0
358,Zara,Yohannan,femle,27,single,postgraduate,finance,data scientist,technology,29-08-2017,8,5,115.0,5,4,7.0,1,3,3,yes,rarely,187692,21,1,5,27.0,9,no,7,udaipur,rajasthan,india,always,2,ten,yes,career growth,yes,94,24-04-2020,5-10,3-5,5-10,3-5,1
359,Yuvaan,Cherian,femle,49,married,postgraduate,customer support,qa engineer,field sales,05-05-2020,5,5,447.0,1,6,70.0,2,1,2,no,always,27846,25,3,5,29.0,1,no,15,udaipur,rajasthan,india,rarely,9,ten,yes,,yes,39,21-04-2024,3-5,3-5,10+,3-5,1
360,Ayesha,Sandhu,m,22,married,postgraduate,operations,software engineer,field sales,23-10-2013,12,12,,2,6,14.0,4,5,1,no,never,93866,10,0,1,,18,yes,43,chennai,tamil nadu,india,frequently,19,6,yes,work-life balance,no,92,01-05-2018,10+,10+,10+,0-1,1
361,Nayantara,Gandhi,femle,36,divorced,graduate,design,analyst,field sales,24-06-2023,2,0,,5,3,82.0,1,2,4,no,never,105089,6,2,0,,6,no,28,kanpur,uttar pradesh,india,frequently,19,ten,no,work-life balance,yes,40,22-02-2025,1-3,0-1,10+,0-1,0
362,Ira,Kannan,femle,59,divorced,graduate,admin,customer support rep,technology,01-12-2023,2,0,312.0,1,6,53.0,1,0,1,no,sometimes,82813,0,3,5,3.0,1,no,46,kochi,kerala,india,rarely,7,ten,yes,career growth,no,30,13-08-2025,1-3,0-1,10+,3-5,1
363,Priyansh,Mammen,other,30,marrid,graduate,customer support,devops engineer,field sales,"Apr 06, 2023",2,0,,2,2,51.0,0,4,5,no,rarely,117100,3,1,1,,19,no,29,new delhi,delhi,india,always,5,5,no,career growth,no,65,26-12-2024,1-3,0-1,10+,0-1,0
364,Mohanlal,Dewan,male,42,widowed,high school,quality assurance,marketing specialist,field sales,06-10-2016,9,9,403.0,2,6,10.0,1,5,2,no,always,93415,2,0,1,,0,yes,13,siliguri,west bengal,india,always,14,ten,no,work-life balance,yes,62,06-03-2019,5-10,5-10,5-10,0-1,0
365,Vaibhav,Shetty,m,47,widowed,doctorate,customer support,content writer,corporate,29-08-2025,0,0,,2,3,97.0,5,0,4,yes,often,198101,16,3,5,10.0,17,yes,18,chennai,tamil nadu,india,rarely,17,11,no,career growth,yes,30,05-09-2025,0-1,0-1,10+,3-5,0
366,Mamooty,Gala,male,44,divorced,doctorate,customer support,business analyst,corporate,25-03-2015,10,9,531.0,5,2,47.0,2,4,5,yes,sometimes,185387,28,1,0,25.0,9,no,33,new delhi,delhi,india,always,11,ten,yes,better pay,yes,150,24-06-2022,5-10,5-10,10+,0-1,1
367,Charvi,Bir,other,39,single,postgraduate,legal,business analyst,field sales,07-02-2010,15,15,410.0,4,2,74.0,1,3,1,yes,often,165565,13,0,2,,7,yes,33,kolkata,west bengal,india,rarely,15,10,yes,better pay,no,69,11-07-2020,10+,10+,10+,1-3,1
368,Misha,Wagle,female,30,widowed,doctorate,operations,qa engineer,corporate,17-05-2017,8,6,,5,5,22.0,4,5,2,yes,rarely,46363,29,1,0,30.0,17,no,20,udaipur,rajasthan,india,always,6,8,yes,work-life balance,no,54,01-01-2020,5-10,5-10,10+,0-1,1
369,Yashvi,Singhal,f,43,married,postgraduate,quality assurance,sales executive,corporate,26-08-2011,14,12,262.0,2,1,91.0,0,3,2,yes,never,145283,27,0,5,25.0,18,yes,21,bengaluru,karnataka,india,always,20,ten,yes,,yes,12,20-11-2015,10+,10+,10+,3-5,1
370,Nakul,Bumb,femle,24,divorced,postgraduate,sales,project manager,corporate,25-04-2017,8,7,8.0,4,5,6.0,4,0,1,yes,never,179309,30,1,0,,1,no,1,coimbatore,tamil nadu,india,always,17,11,yes,career growth,no,98,15-07-2017,5-10,5-10,5-10,0-1,1
371,Seher,Zachariah,m,12,widowed,postgraduate,quality assurance,legal associate,field sales,02-05-2014,11,8,28.0,3,1,7.0,5,4,1,no,sometimes,33896,18,2,5,,6,yes,22,ahmedabad,gujarat,india,always,11,7,yes,,yes,6,03-06-2017,10+,5-10,5-10,3-5,1
372,Yasmin,Dyal,other,40,single,graduate,i.t,customer support rep,corporate,18-07-2022,3,1,,3,4,76.0,0,1,5,no,rarely,34993,28,1,0,22.0,13,no,40,jaipur,rajasthan,india,always,4,10,yes,,yes,40,30-06-2025,1-3,0-1,10+,0-1,1
373,Damini,Rattan,other,39,married,postgraduate,admin,project manager,technology,29-05-2019,6,6,,1,6,90.0,2,4,5,yes,sometimes,96366,24,0,0,,5,no,38,hyderabad,telangana,india,always,15,ten,yes,career growth,no,39,09-08-2019,5-10,5-10,10+,0-1,1
374,Neysa,Roy,m,22,married,postgraduate,admin,sales executive,field sales,"Aug 26, 2017",8,5,,2,5,66.0,5,0,1,yes,rarely,82569,22,1,3,,4,yes,18,kanpur,uttar pradesh,india,always,6,9,no,,yes,99,28-02-2025,5-10,3-5,10+,1-3,0
375,Vardaniya,Bali,male,75,married,postgraduate,product,data scientist,field sales,"Dec 25, 2019",6,5,,4,6,64.0,0,1,5,yes,always,64112,1,2,0,,8,no,12,coimbatore,tamil nadu,india,rarely,1,ten,no,career growth,no,93,05-10-2020,5-10,3-5,10+,0-1,0
376,Nakul,Mangal,femle,33,single,postgraduate,sales,analyst,technology,31-03-2009,16,15,186.0,1,2,93.0,1,0,4,yes,never,172546,18,0,0,27.0,8,no,6,thiruvananthapuram,kerala,india,frequently,13,12,yes,,no,84,21-12-2010,10+,10+,10+,0-1,1
377,Alia,Bansal,femle,51,married,high school,it,customer support rep,technology,14-09-2012,13,12,164.0,3,1,22.0,0,3,3,no,never,27364,28,0,0,15.0,10,yes,25,chennai,tamil nadu,india,rarely,10,15,no,career growth,no,89,11-08-2016,10+,10+,10+,0-1,0
